Rk,Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
49,Saul Phiri,SR,2019-20,G,La Salle,A-10,29,788,11.1,0.49,0.458,1.6,13.9,7.6,14.1,2.7,2.2,17.3,16.2,205,95.8,99.6,0.4,1.1,1.5,-0.4,2.6,2.2
50,Christian Ray,FR,2019-20,G,La Salle,A-10,30,660,12.7,0.502,0.457,8.1,18.1,13,12.1,2.6,1.4,21.7,12.9,158,100.6,98.7,0.5,1,1.5,-1.1,3.4,2.3
51,Tay Weaver,SR,2019-20,G,Saint Louis,A-10,31,505,10.7,0.525,0.516,0.2,10.8,5.5,9.6,1.7,0.5,8.3,14.2,123,111.6,98.3,0.7,0.8,1.5,2,0.3,2.3
52,Antwon Portley,SR,2019-20,G,Fordham,A-10,24,730,12.1,0.496,0.449,0.8,13.4,7,18.3,1.8,0.2,16.8,22.8,240,91.5,96.8,0.2,1.2,1.4,-1.3,0.6,-0.7
53,Yuri Collins,FR,2019-20,G,Saint Louis,A-10,31,969,8.4,0.446,0.41,1.4,8.8,5.1,29.7,2.8,0,34.6,14.6,237,85.4,97.1,-0.3,1.6,1.3,-2.3,1.5,-0.8
54,Isiah Deas,SR,2019-20,G,La Salle,A-10,30,665,13.8,0.494,0.462,1.5,13.7,7.4,12.8,1.6,1,13,26,268,96.4,102.7,0.6,0.7,1.3,-1,-1,-2
55,Lamar Norman Jr.,SO,2019-20,G,Duquesne,A-10,30,680,8.9,0.505,0.491,1.2,8.1,4.7,6.9,1.6,0.3,12.2,15.6,161,98.9,103.1,0.5,0.7,1.2,-0.1,-0.7,-0.8
56,KeShawn Curry,SO,2019-20,G,Virginia Commonwealth,A-10,31,505,11.4,0.48,0.446,2.4,15.1,8.6,12.5,2.1,1.6,17,18.3,145,93.4,96,0.2,0.9,1.1,-2.1,2.3,0.2
57,T.J. Weeks,FR,2019-20,G,Massachusetts,A-10,10,260,24.1,0.592,0.569,3.1,14.3,8.6,5.4,4,1.2,8.1,26.6,120,113.7,99,0.7,0.4,1.1,5.4,-0.5,4.9
58,Jake Wojcik,SO,2019-20,G,Richmond,A-10,31,362,11.9,0.581,0.529,2.3,17.3,10.2,7.8,1.3,0,14,13.4,90,111.5,98.7,0.5,0.6,1.1,0.8,0.8,1.6
59,Cameron Brown,FR,2019-20,G,Saint Joseph's,A-10,32,951,12.7,0.522,0.51,5.2,10.7,7.8,9.7,1.5,0.7,14,18.7,309,100.9,114.4,1,0,1,1,-1.6,-0.6
60,Alejandro Vasquez,FR,2019-20,G,St. Bonaventure,A-10,31,503,12.4,0.534,0.506,2.1,8.5,5.3,10.1,1.8,1.1,16.4,22.7,174,98.7,104,0.5,0.5,1,0,-1.4,-1.3
61,Dwayne Cohill,SO,2019-20,G,Dayton,A-10,30,399,8,0.593,0.546,3.1,9,6.4,7.7,1.8,1.1,27.8,11.9,82,99.1,97,0.2,0.7,0.9,0.1,3,3.1
62,Gibson Jimerson,FR,2019-20,G,Saint Louis,A-10,10,249,15.5,0.626,0.614,0.9,5.8,3.4,3.2,0.9,0.5,9.4,18.9,82,118.7,102.2,0.6,0.3,0.9,4,-1.9,2.1
63,Rahmir Moore,FR,2019-20,G,Saint Joseph's,A-10,30,812,11.2,0.513,0.436,4.7,6.8,5.7,9.3,1.5,0.4,13.4,14.9,226,106.5,116.2,1,-0.1,0.9,-0.5,-1.4,-1.8
64,Jordy Tshimanga,JR,2019-20,C,Dayton,A-10,27,264,13.8,0.647,0.667,11.4,17.8,15,6.4,1.3,5.2,29.1,17.8,85,102.6,91.1,0.3,0.6,0.9,-0.2,4.5,4.3
65,Toliver Freeman,SR,2019-20,G,Saint Joseph's,A-10,30,504,14.1,0.601,0.587,5.1,14.8,9.7,7.7,1.2,0.4,17.3,16.8,157,107.4,113.8,0.7,0,0.8,0,-2,-2.1
66,Amadi Ikpeze,SR,2019-20,C,St. Bonaventure,A-10,30,398,11.3,0.483,0.439,12.5,16.2,14.4,3.9,0.2,1.3,14.5,17.1,116,102.6,104.3,0.5,0.4,0.8,-2.6,-1.5,-4
67,Vince Williams,SO,2019-20,G,Virginia Commonwealth,A-10,21,344,11.2,0.463,0.38,5.8,13.8,9.7,11.2,3.5,2.7,21.9,18.1,98,90,92.5,0,0.7,0.8,-1.6,4.2,2.7
68,Djery Baptiste,SR,2019-20,C,Massachusetts,A-10,27,285,14.8,0.495,0.51,9.7,19.3,14.4,2,2.2,8.4,14.8,12.1,61,100.4,97,0.2,0.5,0.7,-3.4,4.8,1.5
69,Malik Crowfield,SR,2019-20,G,Virginia Commonwealth,A-10,23,366,8.1,0.497,0.493,2.1,5.2,3.6,10.4,0.8,0.9,11.1,11.3,73,105.5,103.3,0.3,0.4,0.7,0.4,0,0.3
70,Justin Kier,SR,2019-20,G,George Mason,A-10,9,203,18.4,0.572,0.543,0,18,8.9,13.5,1.8,1.1,13.8,21.8,75,109.7,100.9,0.4,0.3,0.7,0.6,-0.6,0
71,Jameer Nelson Jr.,FR,2019-20,G,George Washington,A-10,31,962,12.3,0.481,0.456,2.6,14.2,8.5,16.2,3.4,1.3,22,23.9,320,84.9,101.7,-0.5,1.2,0.7,-2.7,1.6,-1.1
72,Keon Clergeot,JR,2019-20,G,Massachusetts,A-10,30,656,7.6,0.482,0.432,1.8,8.6,5.1,13.1,2,0,20.7,15.4,158,90.8,106.1,0.1,0.5,0.6,-1.4,-0.2,-1.6
73,Luke Frampton,SO,2019-20,G,Davidson,A-10,5,134,17.4,0.638,0.622,0,13.8,7,10.6,1.8,0.9,9.4,17.3,42,120.9,102.9,0.3,0.1,0.5,4.6,-0.6,3.9
74,Sherif Kenney,FR,2019-20,G,La Salle,A-10,26,539,9.5,0.466,0.411,2.9,9.9,6.3,18.4,2.6,0.2,21.8,26,206,86.4,102.3,-0.2,0.6,0.5,-2.4,-0.4,-2.8
75,Jhery Matos,SR,2019-20,G,Dayton,A-10,26,226,7.9,0.463,0.469,4.2,13.5,9.4,15.8,1,1.9,23.6,15.8,59,92.2,96.3,0.1,0.4,0.5,-0.6,2.3,1.7
76,Ayinde Hikim,FR,2019-20,G,La Salle,A-10,29,636,8.8,0.458,0.42,3.2,7.6,5.3,32,2.8,0.4,29.4,21.4,213,84.5,102.5,-0.3,0.7,0.4,-4.2,0.1,-4.1
77,Jarren McAllister,FR,2019-20,G,Virginia Commonwealth,A-10,16,112,19.4,0.578,0.548,14,6.4,10.3,9.3,2.6,1,17.7,20.4,45,111.6,98.6,0.3,0.2,0.4,2.8,1,3.8
78,Chris Austin,SO,2019-20,G,Fordham,A-10,24,409,5,0.407,0.406,1.4,8.1,4.7,8.6,1.5,0.7,10.4,16.8,85,80.9,99.2,-0.3,0.6,0.3,-4.6,0.1,-4.5
79,Jimmy Clark III,FR,2019-20,G,Virginia Commonwealth,A-10,17,124,10.7,0.442,0.414,2.7,9.6,6,21.8,2.8,1.9,18.1,20.3,40,90.7,96.2,0,0.2,0.2,-1.6,1.4,-0.2
80,Amir Harris,SO,2019-20,G,George Washington,A-10,11,270,11.5,0.465,0.461,3.1,18.3,10.8,21.1,2.2,5.6,26.7,18.7,72,82.4,99.9,-0.2,0.4,0.2,-4.5,4,-0.6
81,Kolton Mitchell,FR,2019-20,G,Massachusetts,A-10,19,245,6.3,0.424,0.458,3.8,7.8,5.8,21.1,2.4,0,32.9,9.5,42,88.1,105.4,0,0.2,0.2,-3.4,0.7,-2.7
82,Justin Williams,SR,2019-20,G,George Washington,A-10,18,182,4.9,0.472,0.404,3.3,5.8,4.6,3.2,1.7,0.6,8.9,10,29,101.5,108.4,0.1,0.1,0.2,-1.7,-1,-2.7
83,Kyle Rose,FR,2019-20,G,Fordham,A-10,29,427,4.3,0.293,0.283,0.8,10.2,5.4,22.9,4.3,2,28.3,14.1,66,63,91.2,-0.8,1,0.1,-7.2,4,-3.1
84,Shawn Walker Jr.,FR,2019-20,G,George Washington,A-10,21,346,6.1,0.434,0.373,2.8,9.2,6,19.8,0.9,0.9,22.7,16.4,85,86.6,109,-0.1,0.2,0.1,-3.7,-1.7,-5.4
85,Dennis Ashley,SR,2019-20,G,Saint Joseph's,A-10,31,263,5.5,0.482,0.472,1.6,8.3,4.7,9.5,1.1,0.4,16.7,12.3,52,92.4,116.3,0.1,0,0,-2.6,-2.5,-5.1
86,Matt Johnson,JR,2019-20,G,St. Bonaventure,A-10,22,203,4.3,0.343,0.34,2.3,10.8,6.5,9.8,1.8,3.3,15.6,16.4,39,73.9,102.1,-0.2,0.2,0,-5.6,1.3,-4.3
87,Greg Smith,SR,2019-20,G,Saint Joseph's,A-10,22,146,5,0.425,0.425,3.5,4.7,4.1,11.5,0.4,0.7,11.8,8.5,23,99.6,119,0.1,-0.1,0,-3.4,-2.5,-5.9
88,Ashton Miller,FR,2019-20,G,Duquesne,A-10,23,212,-1.5,0.281,0.233,1.7,6,3.9,2.4,1.4,0.5,12.3,13.8,28,62.2,103.8,-0.3,0.2,-0.1,-6.1,-1,-7.1
89,Evan Buckley,FR,2019-20,G,Duquesne,A-10,20,120,-4.9,0.239,0.211,1,4.8,2.9,7,0.5,0,27.7,12.4,12,49.2,106.6,-0.3,0.1,-0.2,-7.6,-1.5,-9.2
1,Jordan Ford,SR,2019-20,G,Saint Mary's (CA),WCC,34,1292,26.9,0.604,0.57,2,8.4,5.3,13.6,2.2,0.1,7.5,28.4,679,122.9,104.2,5.7,1.3,7,7.4,-0.5,7
2,Jahlil Tripp,SR,2019-20,G,Pacific,WCC,33,1012,27.8,0.569,0.522,10.2,27.3,18.6,15,2.9,0.5,13.1,28.1,526,116.2,92.9,3.7,2.1,5.8,4.9,2.5,7.4
3,Jake Toolson,SR,2019-20,G,Brigham Young,WCC,32,1076,21.4,0.612,0.59,1.8,15,8.7,20.4,1.8,1.3,14.1,22.6,485,116.4,97.9,3.2,1.7,4.9,5.6,2.9,8.5
4,Joel Ayayi,SO,2019-20,G,Gonzaga,WCC,33,968,20,0.591,0.56,6,17.8,12.2,16.7,2.4,0.8,14.7,17.1,379,123.2,93.5,2.9,2,4.8,6,3.6,9.5
5,TJ Haws,SR,2019-20,G,Brigham Young,WCC,32,1039,19.8,0.568,0.542,1.1,7.8,4.6,30.6,2.4,0.7,17.2,24.1,503,111.5,99.2,2.9,1.5,4.4,4.2,1.4,5.6
6,Jimbo Lull,SR,2019-20,C,San Francisco,WCC,34,954,22.6,0.617,0.587,9.8,22.2,15.8,7.9,1.2,2.8,15,20.2,396,119.1,99,2.9,1.4,4.3,2.5,2,4.5
7,Ryan Woolridge,SR,2019-20,G,Gonzaga,WCC,33,1078,17.3,0.603,0.597,2.4,12.6,7.8,19.3,2.4,0.6,19.9,15.3,366,116.7,95.6,2.4,2,4.3,4.4,3.2,7.6
8,Jamaree Bouyea,JR,2019-20,G,San Francisco,WCC,34,1127,19.1,0.567,0.552,2.1,13.9,7.8,20.7,2.8,1.9,16.6,19.5,426,111.1,98.5,2.4,1.7,4.1,3.1,2.9,6
9,Admon Gilder,SR,2019-20,G,Gonzaga,WCC,33,844,18.3,0.552,0.511,3.4,8.9,6.3,12,2.4,1.1,9.1,19.8,342,120.2,96.3,2.4,1.5,3.9,4.8,1.6,6.4
10,Colbey Ross,JR,2019-20,G,Pepperdine,WCC,32,1206,20.8,0.544,0.475,2.2,12.4,7.1,39.9,1.6,0.5,18.8,30.4,706,106.4,109.2,3.2,0.6,3.8,4.9,-1.5,3.4
11,Alex Barcello,JR,2019-20,G,Brigham Young,WCC,32,963,14.6,0.635,0.614,1.6,10.5,6.2,9.4,1.8,0.3,11.7,14.5,278,119.7,99.9,2,1.4,3.4,4.1,2.6,6.7
12,Charles Minlend,JR,2019-20,G,San Francisco,WCC,34,1000,19.7,0.504,0.472,5.9,13,9.3,12.3,2,1.8,11.1,27.4,476,105.3,100.7,2.1,1.3,3.4,1.8,0.5,2.3
13,Khalil Shabazz,SO,2019-20,G,San Francisco,WCC,34,712,22.7,0.565,0.532,3.3,13.7,8.4,13.9,4.5,0.1,11.1,25.3,336,114.8,95.6,2.2,1.3,3.4,5.8,1.4,7.1
14,Tanner Krebs,SR,2019-20,G,Saint Mary's (CA),WCC,33,995,14.4,0.556,0.524,3.7,13.3,8.6,4.9,2.1,1.1,10.9,16.8,285,111.1,102.2,1.7,1.2,2.9,2.7,1.7,4.5
15,Trey Wertz,SO,2019-20,G,Santa Clara,WCC,31,887,16.9,0.607,0.582,1.6,11.8,6.9,26.7,1.7,0.5,20.5,21.4,377,108,101.5,1.8,1.1,2.9,2.5,-0.2,2.3
16,Jalen Williams,FR,2019-20,G,Santa Clara,WCC,33,841,13.8,0.547,0.512,1.4,11,6.4,13.3,2.9,2.1,13.4,15.9,250,106.2,98.3,1.1,1.3,2.4,0.5,2.5,3
17,Connor Harding,SO,2019-20,G,Brigham Young,WCC,32,722,12.7,0.647,0.642,2.1,14.4,8.6,9.4,0.9,0.1,13.8,12.6,187,120.3,100.7,1.4,1,2.3,3.3,2,5.3
18,Zac Seljaas,SR,2019-20,G,Brigham Young,WCC,32,638,15.3,0.57,0.534,4.8,19.1,12.3,6.8,2.2,1.3,12.7,17.5,207,110.4,95.3,1.1,1.2,2.3,2.7,2.9,5.6
19,Broc Finstuen,JR,2019-20,G,Pacific,WCC,30,447,20.5,0.609,0.602,9,12.8,10.9,8.3,2.7,1.4,13.3,17.7,153,120.7,96.9,1.2,0.8,2,3.8,1.7,5.5
20,Braun Hartfield,JR,2019-20,G,San Diego,WCC,32,1099,14.6,0.521,0.493,5.1,13.3,9.1,14.1,1.8,1.7,18.5,24,431,95.4,103.4,0.8,1.2,2,0.3,1.1,1.4
21,Skylar Chavez,JR,2019-20,G,Pepperdine,WCC,31,940,12.4,0.571,0.539,2.2,6.8,4.4,6.2,1,1.4,9,15.7,274,113.7,112,1.6,0.2,1.9,2.2,-1.5,0.7
22,James Hampshire,JR,2019-20,C,Pacific,WCC,31,472,19.5,0.633,0.671,12.6,24.6,18.5,1.2,0.9,11.3,16.7,12,115,119.7,91.3,0.9,1.1,1.9,-0.7,5.5,4.7
23,Tommy Kuhse,JR,2019-20,G,Saint Mary's (CA),WCC,33,874,12.1,0.473,0.425,2.5,14.1,8.4,24.3,1.5,0.5,20.4,16.4,258,102.3,103.5,1,0.9,1.9,0.2,1.8,2
24,Joey Calcaterra,SO,2019-20,G,San Diego,WCC,32,901,13.5,0.508,0.466,0.8,11.1,5.8,14.5,1.6,0.4,12,22.7,338,100,105.2,1,0.8,1.8,0.2,-0.9,-0.7
25,Gary Chivichyan,SR,2019-20,G,Pacific,WCC,32,584,13.5,0.529,0.518,0.4,8,4.2,2.9,0.8,0.4,7,23.1,207,109.9,103.2,1.2,0.6,1.8,2.1,-3.5,-1.4
26,Jordan Ratinho,SR,2019-20,G,San Francisco,WCC,34,949,9.9,0.484,0.458,1.8,6.2,3.9,7.3,1.3,0.9,10.6,18.3,280,100.3,104.9,0.9,0.9,1.8,0.3,-0.5,-0.2
27,Tahj Eaddy,JR,2019-20,G,Santa Clara,WCC,33,830,12.3,0.53,0.496,1.4,8,4.8,15.5,2,0.1,16.5,20.4,292,98.1,102.6,0.7,0.9,1.7,0,-0.7,-0.8
28,Amari McCray,JR,2019-20,C,Pacific,WCC,29,437,20.9,0.569,0.566,13.6,22.7,18,7.9,1.7,5.7,18.9,24.1,179,104.8,93.3,0.8,0.9,1.7,-0.1,3.2,3.1
29,Austin Vereen,SR,2019-20,G,Pacific,WCC,33,595,10.8,0.501,0.458,7.4,10.3,8.8,4.3,1.6,1.5,9.5,13,138,113.5,99.8,0.9,0.8,1.7,1.2,1,2.3
30,Isaiah White,SR,2019-20,G,Portland,WCC,27,796,15,0.522,0.493,1.6,8.5,5.2,15,2.2,3.1,13.2,23.7,305,97.4,103.4,0.7,0.8,1.6,0.3,0.3,0.6
31,Alex Ducas,FR,2019-20,G,Saint Mary's (CA),WCC,33,498,13.2,0.622,0.611,8.1,11.4,9.8,4.2,1.4,0.2,15.1,12.5,124,121.1,105,1,0.5,1.5,3.5,0.5,4
32,Justin Moore,JR,2019-20,G,Pacific,WCC,28,645,13.4,0.493,0.449,2,14.2,8,23.5,1.7,0,20.3,23.6,240,96.7,99.8,0.6,0.9,1.5,-0.6,0.2,-0.4
33,Jahbril Price-Noel,SO,2019-20,G,Pacific,WCC,29,444,14.7,0.603,0.557,2,10.6,6.2,8,0.8,0.6,15.5,19.1,148,114.6,102.4,1,0.5,1.5,1.7,-1.3,0.4
34,JoJo Walker,JR,2019-20,G,Portland,WCC,29,921,11.6,0.5,0.456,0.9,10.8,6,16.7,1,0.4,13.9,21.9,327,96.3,106.8,0.7,0.7,1.4,0,-1.8,-1.8
35,Erik Johansson,SR,2019-20,G,Loyola Marymount,WCC,32,834,9.1,0.581,0.542,0.3,10.2,5.4,6.8,1,0.2,15.7,13.5,180,107.3,110.4,0.9,0.3,1.3,0.6,-1.4,-0.8
36,Darryl Polk Jr,SO,2019-20,G,Pepperdine,WCC,31,640,12,0.616,0.566,3,10,6.4,14.9,3.4,0,23.2,9,130,116.2,106.2,0.8,0.5,1.3,1.3,1.2,2.5
37,Finn Sullivan,SO,2019-20,G,San Diego,WCC,28,658,12.8,0.492,0.465,3.5,8.8,6.1,15.6,2.5,1.4,13.9,19.3,215,98.8,103.4,0.6,0.7,1.3,0.6,0.7,1.3
38,Jaden Bediako,FR,2019-20,C,Santa Clara,WCC,33,576,13.5,0.492,0.481,12.2,21.5,17,3.1,0.9,4.5,17.3,22.5,216,92.9,97.4,0.2,0.9,1.2,-5.4,0.4,-5
39,Pierre Crockrell II,FR,2019-20,G,Pacific,WCC,33,602,11.1,0.387,0.38,1.7,7.4,4.5,35,2.1,0.2,14.9,18.7,184,95.4,100.4,0.4,0.8,1.2,-2.3,-1,-3.2
40,Victor Ohia Obioha,SO,2019-20,C,Pepperdine,WCC,32,403,16,0.622,0.597,10.9,19.4,15.1,6.9,2.6,3.5,20.4,12.6,112,116.3,102.3,0.7,0.5,1.2,0.3,2.7,2.9
41,Malcolm Porter,JR,2019-20,G,Portland,WCC,24,637,12.7,0.541,0.486,1.5,12.2,7,12.2,1.3,0,14.6,20.1,215,100.8,105.6,0.7,0.5,1.2,-0.4,-1.4,-1.8
42,Takiula Fahrensohn,SO,2019-20,G,Portland,WCC,26,635,10.8,0.549,0.54,0.7,13,7,6.3,1,0.4,10.2,16.7,172,100.8,105.9,0.6,0.5,1.1,0,-1.6,-1.6
43,Daniss Jenkins,FR,2019-20,G,Pacific,WCC,32,706,8.2,0.431,0.375,0.7,6.1,3.4,10.5,1.5,2.3,13.2,19.7,193,91.7,101,0.2,0.9,1.1,-2.8,0.3,-2.4
44,Kristers Zoriks,SO,2019-20,G,Saint Mary's (CA),WCC,23,272,16.7,0.666,0.652,0.5,10.9,5.8,11.2,2.3,0,12.2,14.9,81,128.1,103.2,0.7,0.3,1,4,0.6,4.6
45,Marion Humphrey,FR,2019-20,G,San Diego,WCC,32,963,8.3,0.419,0.386,2.2,11.9,6.9,16.3,2.3,0.9,17.2,15.4,227,86.5,103,-0.2,1.1,0.9,-3.2,2,-1.2
46,Chase Adams,FR,2019-20,G,Portland,WCC,32,917,9.4,0.438,0.393,1.6,8.4,5,25.7,3.5,0,23.7,19.1,268,84,102.2,-0.4,1.1,0.6,-3.3,0.4,-2.9
47,Jock Perry,JR,2019-20,C,Saint Mary's (CA),WCC,15,111,25.1,0.625,0.588,13.4,24.5,19,11.3,1.1,2,13.3,22.5,52,125,100.2,0.5,0.2,0.6,3.7,1.1,4.8
48,Theo Akwuba,SO,2019-20,C,Portland,WCC,22,280,14.3,0.552,0.561,11,20.5,15.9,4.7,1,7.3,23.3,19,88,93.6,98.7,0.1,0.4,0.5,-4.6,2.6,-2
49,Seikou Sisoho Jawara,FR,2019-20,G,Loyola Marymount,WCC,29,466,11,0.531,0.536,0.9,6.7,3.9,17.5,2.7,0.3,22.1,18.2,127,94.1,107.9,0.2,0.3,0.5,-1,-1.4,-2.4
50,Martynas Arlauskas,FR,2019-20,G,Gonzaga,WCC,25,130,10.3,0.497,0.46,8.2,10,9.1,3.3,1.7,1.5,16.1,13.6,34,104.3,97.2,0.1,0.2,0.4,0.7,1.3,2
51,Aaron Menzies,SR,2019-20,C,Saint Mary's (CA),WCC,22,115,22.9,0.539,0.558,12.9,30.4,21.8,11.6,0,4.8,13.8,27.9,55,106.5,99.1,0.3,0.2,0.4,-1.2,1.4,0.3
52,Deovaunta Williams,FR,2019-20,G,Loyola Marymount,WCC,25,357,10.4,0.494,0.464,3.5,8.4,6.1,16.3,3.3,0.8,23.7,17.6,95,91.5,105.3,0.1,0.3,0.4,-2.9,0.7,-2.2
53,Giordan Williams,FR,2019-20,G,Santa Clara,WCC,25,210,11,0.564,0.555,0.6,11.6,6.3,3.5,2.3,0,12.8,16.7,57,99.2,100.5,0.2,0.3,0.4,-0.9,-1.1,-2
54,Sedrick Altman,FR,2019-20,G,Pepperdine,WCC,31,702,6.9,0.469,0.432,2.7,10.5,6.5,8.3,1,2.3,17.9,15.7,170,89.3,109.9,0,0.3,0.3,-3,-0.1,-3.2
55,Trevante Anderson,SO,2019-20,G,San Francisco,WCC,27,195,9.8,0.486,0.421,0.6,6.2,3.3,10.3,2.7,0,17.8,26,76,92.2,102.1,0.1,0.2,0.3,-1.5,-2.1,-3.7
56,Noel Coleman,FR,2019-20,G,San Diego,WCC,24,226,9.8,0.507,0.462,3.6,6.9,5.2,16,2.2,0,20.8,16,62,95.4,105.4,0.1,0.2,0.3,-2,-0.6,-2.6
57,Logan Johnson,SO,2019-20,G,Saint Mary's (CA),WCC,24,162,8.8,0.421,0.338,4.2,11.2,7.7,11.4,3.8,0,17.8,17.2,41,90.2,99.4,0,0.2,0.3,-1.4,2.2,0.9
58,Jade' Smith,JR,2019-20,G,Pepperdine,WCC,8,171,12.2,0.461,0.431,4.6,14.6,9.5,14.6,2.9,1.3,12.6,18.3,53,97.6,104.6,0.1,0.2,0.3,-1,0.8,-0.2
59,Lavar Harewood,SR,2019-20,G,Portland,WCC,22,209,6.5,0.443,0.357,1.1,15.6,8.6,4.5,1.4,0.5,14,15.9,47,85.3,103.8,-0.1,0.2,0.2,-4.2,-1.5,-5.8
60,Trevin Knell,FR,2019-20,G,Brigham Young,WCC,19,108,7.3,0.439,0.439,0,12.9,6.7,4.4,1.1,1,2.9,16.5,25,90.7,100.1,0,0.1,0.2,-0.7,0.1,-0.6
61,Quincy Ferebee,JR,2019-20,G,Portland,WCC,27,462,6.3,0.42,0.393,2.3,12.7,7.6,21.9,1.1,0.7,26.6,15.6,108,80.2,105.5,-0.3,0.4,0.1,-5.8,-0.2,-6
62,Reilly Seebold,FR,2019-20,G,Loyola Marymount,WCC,15,110,4.5,0.621,0.6,0,2.4,1.2,3.6,0.6,0,22.3,13.5,22,98.6,114.1,0.1,0,0.1,-1,-3.8,-4.8
63,Sabry Phillip,FR,2019-20,G,San Diego,WCC,22,104,4.3,0.496,0.435,2.2,9.3,5.7,5.9,1.1,1.9,28,18.9,26,77.6,105.8,-0.1,0.1,0,-7.5,-0.3,-7.8
64,David Thompson,JR,2019-20,G,Santa Clara,WCC,28,261,3.4,0.402,0.256,0.9,9.3,5.3,23.2,0.8,0,32.2,15.4,63,79.2,104.6,-0.2,0.2,0,-5.2,-1.8,-7
65,Keith Smith,JR,2019-20,G,Pepperdine,WCC,15,189,3.8,0.316,0.281,4.2,13.2,8.6,9.7,2.1,1.1,22.3,11.7,29,72,107.4,-0.2,0.1,-0.1,-4.5,0.9,-3.7
66,Lazar Zivanovic,FR,2019-20,G,Loyola Marymount,WCC,23,197,3.2,0.482,0.487,0.7,7.3,4.1,10.3,1.6,2.2,30.5,18.4,43,74,108.9,-0.3,0.1,-0.2,-6.4,-0.6,-7.1
1,Malachi Flynn,JR,2019-20,G,San Diego State,MWC,32,1070,27.7,0.583,0.532,2.3,13.3,8,30.7,3.2,0.4,10.5,26.8,580,124.5,90.3,4.9,2.5,7.4,8.5,3.7,12.2
2,Sam Merrill,SR,2019-20,G,Utah State,MWC,32,1119,25,0.625,0.566,0.7,11.8,6.6,23.1,1.5,0.3,9,24.9,575,129.7,96.3,5.2,2,7.1,8.2,0.8,9
3,Justinian Jessup,SR,2019-20,G,Boise State,MWC,32,1151,20.1,0.584,0.547,3.2,11.8,7.4,12,2.2,1.5,8.4,21.1,474,119.5,98.3,3.4,1.8,5.2,5.7,2.1,7.8
4,Jalen Harris,JR,2019-20,G,Nevada,MWC,30,991,26.4,0.56,0.513,2.8,17.6,10.6,26.5,1.9,0.5,11,32.7,627,113.4,100.9,3.7,1.3,5,6.4,0.5,6.8
5,Jordan Schakel,JR,2019-20,G,San Diego State,MWC,32,849,17.7,0.634,0.606,3.2,12,7.8,3.9,1.9,0.3,6.3,16.8,269,128.8,93.7,2.5,1.7,4.2,5.3,2,7.2
6,Derrick Alston,JR,2019-20,G,Boise State,MWC,32,1056,18.3,0.545,0.488,3.1,16.2,9.5,19.8,0.9,0.9,16.8,29.4,543,103.5,100.6,2.1,1.4,3.6,2.3,0.7,2.9
7,Lindsey Drew,SR,2019-20,G,Nevada,MWC,31,957,19.5,0.595,0.575,3.5,18.8,11.6,24.1,2.6,2.6,20.4,19.4,379,111,97.7,2.1,1.5,3.6,3.4,3.8,7.2
8,Isaiah Stevens,FR,2019-20,G,Colorado State,MWC,32,1044,18.1,0.583,0.54,1.5,9.5,5.6,27.3,1.4,0.2,16.3,21.3,442,114.1,106.7,2.8,0.8,3.5,3.6,-0.8,2.8
9,Diogo Brito,SR,2019-20,G,Utah State,MWC,34,956,14.7,0.511,0.468,3.1,14.2,9,17.9,2.9,1.1,17,18,303,104,91.6,1.3,2.1,3.4,1.5,4,5.5
10,KJ Feagin,SR,2019-20,G,San Diego State,MWC,32,971,12.3,0.518,0.494,1.5,10.9,6.4,17.4,1.2,1.2,16.2,18.3,301,104.3,95.4,1.3,1.8,3.1,1.3,2.9,4.1
11,Bryce Hamilton,SO,2019-20,G,Nevada-Las Vegas,MWC,32,870,22,0.526,0.498,6.9,16.5,11.6,13,1.6,0.8,12.4,32.3,466,106,103.5,2.2,0.9,3.1,2.5,-0.9,1.5
12,Amauri Hardy,JR,2019-20,G,Nevada-Las Vegas,MWC,32,1108,15,0.516,0.487,1.6,9.3,5.4,20.5,1.2,0.6,14.4,24,451,105.4,106.9,2.1,0.8,2.9,2.6,-0.9,1.7
13,Jazz Johnson,SR,2019-20,G,Nevada,MWC,29,979,16,0.566,0.533,1.4,8.7,5.3,11.4,1.4,0,12.5,23.6,413,107.8,105.9,2,0.8,2.8,3.3,-1.5,1.8
14,Neemias Queta,SO,2019-20,C,Utah State,MWC,22,588,24.1,0.644,0.627,8.9,22.9,16.3,14.7,0.9,7.8,23.5,24.8,268,107.9,88.9,1.3,1.5,2.8,0.7,6.7,7.4
15,Kendle Moore,SO,2019-20,G,Colorado State,MWC,32,970,13.9,0.625,0.606,0.8,7.7,4.3,12.9,2.5,0,14.2,14.2,268,117.8,104.9,1.9,0.9,2.7,3.9,0.6,4.5
16,Hunter Maldonado,SO,2019-20,G,Wyoming,MWC,33,1166,17.5,0.508,0.463,1.4,18.1,9.8,30.1,2.1,1.8,16.3,29.2,544,95.6,100.9,1.1,1.5,2.6,0.2,2.4,2.6
17,David Roddy,FR,2019-20,G,Colorado State,MWC,32,820,18.9,0.539,0.491,8,17.4,12.8,14.3,1.4,3.5,15.9,25.1,368,105.2,102.1,1.6,1,2.6,1.1,2,3.1
